transaction_id,merchant_reference,gross_amount,currency_code,state,processed_at
txn_A_ord_000264,ord_000264,18.69,THB,SETTLED,2026-05-29T10:02:38Z
txn_A_ord_000265,ord_000265,52.00,PHP,SETTLED,2026-05-30T11:00:49Z
txn_A_ord_000266,ord_000266,62.43,THB,SETTLED,2026-05-30T06:42:48Z
txn_A_ord_000268,ord_000268,201.21,IDR,SETTLED,2026-05-30T02:22:40Z
txn_A_ord_000269,ord_000269,17.52,PHP,SETTLED,2026-05-28T06:02:22Z
txn_A_ord_000270,ord_000270,292.35,THB,SETTLED,2026-05-27T19:32:19Z
txn_A_ord_000271,ord_000271,285.23,IDR,SETTLED,2026-05-26T11:27:10Z
txn_A_ord_000274,ord_000274,304.18,IDR,SETTLED,2026-05-27T06:22:20Z
txn_A_ord_000278,ord_000278,132.02,PHP,SETTLED,2026-05-29T09:27:54Z
txn_A_ord_000282,ord_000282,425.81,IDR,SETTLED,2026-05-26T19:05:06Z
txn_A_ord_000283,ord_000283,208.42,PHP,SETTLED,2026-05-25T20:31:01Z
txn_A_ord_000284,ord_000284,255.95,PHP,SETTLED,2026-05-31T02:22:32Z
txn_A_ord_000285,ord_000285,355.29,IDR,SETTLED,2026-05-27T14:05:50Z
txn_A_ord_000287,ord_000287,370.51,PHP,SETTLED,2026-05-28T09:39:30Z
txn_A_ord_000288,ord_000288,119.55,THB,SETTLED,2026-05-25T07:25:34Z
txn_A_ord_000290,ord_000290,219.37,PHP,SETTLED,2026-05-31T17:04:35Z
txn_A_ord_000293,ord_000293,23.72,IDR,SETTLED,2026-05-27T16:12:10Z
txn_A_ord_000295,ord_000295,106.49,IDR,SETTLED,2026-05-28T15:27:46Z
txn_A_ord_000296,ord_000296,433.52,IDR,SETTLED,2026-05-27T08:22:35Z
txn_A_ord_000298,ord_000298,68.27,THB,SETTLED,2026-05-26T08:41:39Z
txn_A_ord_000299,ord_000299,132.71,PHP,SETTLED,2026-05-25T22:39:23Z
txn_A_ord_000301,ord_000301,321.93,PHP,SETTLED,2026-05-27T22:15:36Z
txn_A_ord_000302,ord_000302,326.52,IDR,SETTLED,2026-05-28T22:01:53Z
txn_A_ord_000303,ord_000303,127.82,PHP,SETTLED,2026-05-29T21:28:16Z
txn_A_ord_000304,ord_000304,257.41,IDR,SETTLED,2026-05-25T21:57:28Z
txn_A_ord_000307,ord_000307,115.37,PHP,SETTLED,2026-05-30T10:35:06Z
txn_A_ord_000308,ord_000308,67.95,IDR,SETTLED,2026-05-26T07:00:24Z
txn_A_ord_000312,ord_000312,407.75,PHP,SETTLED,2026-05-26T18:06:12Z
txn_A_ord_000313,ord_000313,116.82,THB,SETTLED,2026-05-29T02:19:32Z
txn_A_ord_000321,ord_000321,173.00,THB,SETTLED,2026-05-25T10:56:31Z
txn_A_ord_000325,ord_000325,156.70,IDR,SETTLED,2026-05-28T19:52:46Z
txn_A_ord_000326,ord_000326,351.85,IDR,SETTLED,2026-05-27T05:25:35Z
txn_A_ord_000327,ord_000327,243.25,PHP,SETTLED,2026-05-25T22:31:53Z
txn_A_ord_000332,ord_000332,55.93,IDR,SETTLED,2026-05-27T11:16:44Z
txn_A_ord_000334,ord_000334,148.11,IDR,SETTLED,2026-05-26T23:12:27Z
txn_A_ord_000335,ord_000335,311.54,THB,SETTLED,2026-05-29T15:26:06Z
txn_A_ord_000337,ord_000337,292.83,IDR,SETTLED,2026-05-28T20:28:53Z
txn_A_ord_000338,ord_000338,124.40,PHP,SETTLED,2026-05-29T18:53:38Z
txn_A_ord_000339,ord_000339,328.96,PHP,SETTLED,2026-05-30T16:14:37Z
txn_A_ord_000341,ord_000341,397.05,IDR,SETTLED,2026-05-31T23:46:36Z
txn_A_ord_000342,ord_000342,394.74,THB,SETTLED,2026-05-29T05:57:40Z
txn_A_ord_000345,ord_000345,193.88,PHP,SETTLED,2026-05-25T08:49:23Z
txn_A_ord_000346,ord_000346,188.60,IDR,SETTLED,2026-05-25T10:39:56Z
txn_A_ord_000347,ord_000347,71.26,PHP,REFUNDED,2026-05-28T15:10:22Z
txn_A_ord_000348,ord_000348,325.81,PHP,SETTLED,2026-05-27T11:41:58Z
txn_A_ord_000350,ord_000350,355.97,IDR,SETTLED,2026-05-31T22:29:57Z
txn_A_ord_000352,ord_000352,437.05,PHP,SETTLED,2026-05-29T15:32:21Z
txn_A_ord_000355,ord_000355,367.59,PHP,SETTLED,2026-05-27T03:30:30Z
txn_A_000356,ord_phantom_00356,89.46,IDR,SETTLED,2026-05-28T19:38:49Z
txn_A_ord_000358,ord_000358,454.91,PHP,SETTLED,2026-05-28T16:59:09Z
txn_A_ord_000359,ord_000359,301.18,PHP,SETTLED,2026-05-30T18:47:37Z
txn_A_ord_000362,ord_000362,495.15,PHP,SETTLED,2026-05-26T03:01:51Z
txn_A_ord_000363,ord_000363,421.06,IDR,SETTLED,2026-05-26T11:58:45Z
txn_A_ord_000366,ord_000366,350.47,PHP,SETTLED,2026-05-31T10:15:13Z
txn_A_ord_000368,ord_000368,229.78,THB,SETTLED,2026-05-26T05:58:06Z
txn_A_ord_000369,ord_000369,208.77,PHP,SETTLED,2026-05-29T02:52:16Z
txn_A_ord_000370,ord_000370,146.14,IDR,SETTLED,2026-05-25T06:09:37Z
txn_A_ord_000372,ord_000372,305.49,IDR,SETTLED,2026-05-25T06:45:19Z
txn_A_ord_000373,ord_000373,267.54,THB,SETTLED,2026-05-27T06:33:15Z
txn_A_ord_000374,ord_000374,239.51,IDR,SETTLED,2026-05-26T10:17:41Z
txn_A_ord_000376,ord_000376,56.50,THB,SETTLED,2026-05-25T05:54:09Z
txn_A_ord_000383,ord_000383,159.73,IDR,REFUNDED,2026-05-30T12:44:56Z
txn_A_ord_000386,ord_000386,276.73,THB,SETTLED,2026-05-28T20:49:29Z
txn_A_ord_000387,ord_000387,493.21,THB,SETTLED,2026-05-27T01:59:56Z
txn_A_ord_000388,ord_000388,45.99,IDR,SETTLED,2026-05-30T05:36:33Z
txn_A_ord_000391,ord_000391,122.64,THB,SETTLED,2026-05-30T16:30:35Z
txn_A_ord_000393,ord_000393,228.93,THB,SETTLED,2026-05-26T17:19:32Z
txn_A_ord_000396,ord_000396,265.53,PHP,SETTLED,2026-05-31T22:14:20Z
txn_A_ord_000397,ord_000397,173.74,PHP,SETTLED,2026-05-31T23:48:08Z
txn_A_ord_000398,ord_000398,27.02,PHP,SETTLED,2026-05-26T20:22:27Z
txn_A_ord_000401,ord_000401,295.81,IDR,SETTLED,2026-05-29T12:23:57Z
txn_A_ord_000403,ord_000403,184.70,IDR,SETTLED,2026-05-25T01:56:52Z
txn_A_ord_000407,ord_000407,5.42,PHP,SETTLED,2026-05-31T00:35:51Z
txn_A_ord_000409,ord_000409,176.11,PHP,SETTLED,2026-05-26T03:57:52Z
txn_A_ord_000410,ord_000410,167.73,IDR,SETTLED,2026-05-30T14:33:19Z
txn_A_000411,ord_phantom_00411,362.71,THB,SETTLED,2026-05-29T06:54:44Z
txn_A_000413,ord_phantom_00413,108.47,THB,SETTLED,2026-05-31T13:15:51Z
txn_A_ord_000414,ord_000414,352.99,IDR,SETTLED,2026-05-28T05:21:47Z
txn_A_ord_000415,ord_000415,332.35,IDR,SETTLED,2026-05-31T21:33:49Z
txn_A_ord_000416,ord_000416,353.67,PHP,SETTLED,2026-05-29T12:26:08Z
txn_A_ord_000417,ord_000417,276.76,THB,SETTLED,2026-05-29T22:50:52Z
txn_A_ord_000418,ord_000418,367.17,PHP,SETTLED,2026-05-28T03:31:40Z
txn_A_ord_000420,ord_000420,399.04,PHP,SETTLED,2026-05-25T08:46:09Z
txn_A_ord_000421,ord_000421,392.04,PHP,SETTLED,2026-05-28T06:02:23Z
txn_A_ord_000425,ord_000425,285.97,PHP,SETTLED,2026-05-26T11:42:04Z
txn_A_ord_000427,ord_000427,475.51,PHP,SETTLED,2026-05-25T15:06:41Z
txn_A_ord_000432,ord_000432,368.75,PHP,SETTLED,2026-05-30T00:24:00Z
txn_A_ord_000433,ord_000433,281.11,PHP,SETTLED,2026-05-29T01:40:56Z
txn_A_ord_000437,ord_000437,93.44,PHP,SETTLED,2026-05-29T12:22:40Z
txn_A_ord_000438,ord_000438,297.60,PHP,SETTLED,2026-05-27T18:18:35Z
txn_A_ord_000441,ord_000441,389.48,PHP,SETTLED,2026-05-26T06:01:09Z
txn_A_ord_000442,ord_000442,467.33,IDR,SETTLED,2026-05-27T11:51:35Z
txn_A_ord_000444,ord_000444,222.08,IDR,SETTLED,2026-05-30T05:52:50Z
txn_A_ord_000445,ord_000445,73.21,IDR,SETTLED,2026-05-30T02:33:30Z
txn_A_ord_000447,ord_000447,180.36,PHP,SETTLED,2026-05-25T14:47:20Z
txn_A_ord_000449,ord_000449,445.57,PHP,SETTLED,2026-05-27T16:43:09Z
txn_A_ord_000450,ord_000450,441.39,PHP,SETTLED,2026-05-30T02:52:21Z
txn_A_ord_000451,ord_000451,85.26,THB,SETTLED,2026-05-28T08:11:27Z
txn_A_ord_000453,ord_000453,443.77,IDR,SETTLED,2026-05-29T00:17:14Z
txn_A_ord_000455,ord_000455,439.41,THB,SETTLED,2026-05-25T05:59:42Z
txn_A_ord_000458,ord_000458,330.18,PHP,SETTLED,2026-05-31T14:18:40Z
txn_A_ord_000461,ord_000461,194.03,PHP,SETTLED,2026-05-26T20:42:55Z
txn_A_ord_000462,ord_000462,389.94,THB,SETTLED,2026-05-25T13:01:11Z
txn_A_ord_000463,ord_000463,334.05,PHP,SETTLED,2026-05-29T03:19:53Z
txn_A_ord_000464,ord_000464,169.39,PHP,SETTLED,2026-05-29T07:28:19Z
txn_A_ord_000465,ord_000465,292.81,PHP,SETTLED,2026-05-30T14:02:57Z
txn_A_ord_000470,ord_000470,32.72,PHP,SETTLED,2026-05-27T11:05:23Z
txn_A_ord_000472,ord_000472,426.81,THB,SETTLED,2026-05-30T18:41:49Z
txn_A_ord_000473,ord_000473,487.30,IDR,SETTLED,2026-05-26T00:52:02Z
txn_A_ord_000474,ord_000474,36.13,IDR,SETTLED,2026-05-25T18:03:01Z
txn_A_ord_000475,ord_000475,261.25,IDR,SETTLED,2026-05-29T22:18:56Z
txn_A_ord_000476,ord_000476,156.77,PHP,SETTLED,2026-05-27T02:07:08Z
txn_A_ord_000477,ord_000477,446.28,PHP,SETTLED,2026-05-31T05:25:24Z
txn_A_ord_000478,ord_000478,13.31,PHP,SETTLED,2026-05-26T01:05:31Z
txn_A_ord_000479,ord_000479,215.18,IDR,SETTLED,2026-05-27T08:09:17Z
txn_A_ord_000480,ord_000480,219.54,PHP,SETTLED,2026-05-29T14:47:01Z
txn_A_ord_000481,ord_000481,62.66,PHP,SETTLED,2026-05-26T03:02:01Z
txn_A_ord_000483,ord_000483,475.54,IDR,SETTLED,2026-05-29T16:00:33Z
txn_A_ord_000484,ord_000484,12.99,PHP,SETTLED,2026-05-31T10:59:11Z
txn_A_ord_000486,ord_000486,370.92,IDR,SETTLED,2026-05-26T18:19:59Z
txn_A_ord_000487,ord_000487,164.33,IDR,SETTLED,2026-05-27T13:52:30Z
txn_A_ord_000489,ord_000489,67.72,IDR,SETTLED,2026-05-31T22:12:07Z
txn_A_ord_000493,ord_000493,520.90,THB,SETTLED,2026-05-27T05:05:58Z
txn_A_ord_000494,ord_000494,384.10,THB,SETTLED,2026-05-26T10:38:39Z
txn_A_ord_000498,ord_000498,28.81,PHP,SETTLED,2026-05-26T15:44:54Z
txn_A_ord_000499,ord_000499,488.66,IDR,SETTLED,2026-05-28T20:26:43Z
txn_A_ord_000502,ord_000502,124.41,PHP,SETTLED,2026-05-31T05:03:32Z
txn_A_ord_000505,ord_000505,240.89,PHP,SETTLED,2026-05-31T05:27:08Z
txn_A_ord_000506,ord_000506,139.53,PHP,SETTLED,2026-05-30T17:20:13Z
txn_A_ord_000507,ord_000507,426.11,PHP,SETTLED,2026-05-26T06:51:58Z
txn_A_ord_000508,ord_000508,311.83,THB,SETTLED,2026-05-30T00:04:33Z
txn_A_ord_000510,ord_000510,316.04,PHP,SETTLED,2026-05-26T17:30:03Z
txn_A_ord_000514,ord_000514,86.03,PHP,SETTLED,2026-05-28T01:01:12Z
txn_A_ord_000517,ord_000517,142.99,IDR,SETTLED,2026-05-31T02:43:35Z
txn_A_ord_000521,ord_000521,65.78,PHP,SETTLED,2026-05-25T18:56:23Z
txn_A_ord_000523,ord_000523,240.13,IDR,SETTLED,2026-05-25T12:36:38Z
txn_A_ord_000524,ord_000524,345.09,IDR,SETTLED,2026-05-26T16:37:53Z
txn_A_ord_000525,ord_000525,326.78,IDR,SETTLED,2026-05-27T05:31:07Z
txn_A_ord_000527,ord_000527,484.97,THB,SETTLED,2026-05-25T23:59:39Z
txn_A_ord_000528,ord_000528,234.50,IDR,SETTLED,2026-05-30T01:28:08Z
txn_A_ord_000529,ord_000529,191.96,IDR,SETTLED,2026-05-29T13:31:27Z
txn_A_ord_000532,ord_000532,159.33,PHP,SETTLED,2026-05-28T22:20:52Z
txn_A_ord_000534,ord_000534,143.10,PHP,SETTLED,2026-05-31T03:22:30Z
txn_A_ord_000536,ord_000536,35.11,PHP,SETTLED,2026-05-28T19:38:48Z
txn_A_ord_000537,ord_000537,499.03,PHP,SETTLED,2026-05-31T09:27:44Z
txn_A_ord_000539,ord_000539,442.79,IDR,SETTLED,2026-05-26T19:56:30Z
txn_A_ord_000540,ord_000540,199.49,PHP,SETTLED,2026-05-29T21:33:36Z
txn_A_ord_000543,ord_000543,288.03,PHP,SETTLED,2026-05-27T21:42:22Z
txn_A_ord_000547,ord_000547,80.86,IDR,SETTLED,2026-05-26T22:21:03Z
txn_A_ord_000548,ord_000548,254.49,PHP,SETTLED,2026-05-25T17:39:54Z
txn_A_ord_000549,ord_000549,55.26,IDR,SETTLED,2026-05-28T08:58:35Z
txn_A_ord_000550,ord_000550,227.10,PHP,SETTLED,2026-05-30T06:31:58Z
txn_A_ord_000551,ord_000551,471.35,IDR,SETTLED,2026-05-30T22:35:15Z
txn_A_ord_000553,ord_000553,29.26,IDR,SETTLED,2026-05-27T11:34:51Z
txn_A_ord_000554,ord_000554,100.78,THB,SETTLED,2026-05-30T10:07:56Z
txn_A_ord_000555,ord_000555,443.68,IDR,SETTLED,2026-05-26T09:03:48Z
txn_A_ord_000557,ord_000557,165.37,PHP,SETTLED,2026-05-26T08:11:05Z
txn_A_ord_000558,ord_000558,453.79,THB,SETTLED,2026-05-26T10:38:06Z
txn_A_ord_000560,ord_000560,73.19,PHP,SETTLED,2026-05-31T22:35:51Z
txn_A_ord_000562,ord_000562,421.37,IDR,SETTLED,2026-05-29T06:52:31Z
txn_A_000563,ord_phantom_00563,387.20,PHP,SETTLED,2026-05-31T12:10:16Z
txn_A_ord_000564,ord_000564,439.81,PHP,SETTLED,2026-05-31T19:57:29Z
txn_A_ord_000567,ord_000567,320.18,PHP,SETTLED,2026-05-31T09:44:47Z
txn_A_ord_000568,ord_000568,264.64,PHP,SETTLED,2026-05-29T23:05:07Z
txn_A_ord_000571,ord_000571,143.34,PHP,SETTLED,2026-05-25T11:15:29Z
txn_A_ord_000572,ord_000572,50.06,THB,SETTLED,2026-05-27T23:32:02Z
