txn_id,payment_reference,total_amount,currency,result,timestamp
PB-ord_000154,ord_000154,271.87,PHP,success,1779683315
PB-000156,ord_phantom_00156,140.74,PHP,success,1780241421
PB-ord_000157,ord_000157,453.97,PHP,success,1780263309
PB-ord_000158,ord_000158,25.04,IDR,success,1779677148
PB-ord_000160,ord_000160,485.89,PHP,success,1779798679
PB-ord_000164,ord_000164,219.47,PHP,success,1779746127
PB-ord_000165,ord_000165,175.14,PHP,success,1779753656
PB-ord_000166,ord_000166,280.80,PHP,success,1780241063
PB-ord_000170,ord_000170,9.81,THB,success,1779909631
PB-ord_000173,ord_000173,423.13,THB,success,1780173253
PB-ord_000174,ord_000174,145.91,IDR,success,1779698319
PB-ord_000175,ord_000175,72.80,PHP,success,1779943627
PB-ord_000178,ord_000178,302.31,THB,success,1780165153
PB-ord_000181,ord_000181,148.28,PHP,success,1779930996
PB-000182,ord_phantom_00182,46.74,PHP,success,1779889802
PB-ord_000186,ord_000186,343.73,PHP,success,1779969917
PB-ord_000187,ord_000187,96.45,PHP,success,1779775230
PB-ord_000188,ord_000188,384.09,THB,success,1779827214
PB-ord_000190,ord_000190,438.76,THB,success,1780222439
PB-ord_000195,ord_000195,165.73,PHP,success,1780121319
PB-ord_000197,ord_000197,246.88,IDR,success,1779685888
PB-ord_000203,ord_000203,28.20,PHP,success,1779672776
PB-ord_000204,ord_000204,71.75,PHP,success,1780112283
PB-ord_000205,ord_000205,407.17,IDR,success,1780240146
PB-ord_000208,ord_000208,34.76,THB,success,1779820775
PB-ord_000210,ord_000210,320.55,PHP,success,1779756015
PB-ord_000211,ord_000211,118.96,PHP,success,1780040175
PB-ord_000216,ord_000216,373.84,PHP,success,1779863419
PB-ord_000218,ord_000218,450.13,IDR,success,1779822795
PB-000220,ord_phantom_00220,301.06,PHP,success,1779913508
PB-ord_000221,ord_000221,272.64,IDR,success,1780050006
PB-ord_000222,ord_000222,386.44,THB,success,1779932227
PB-ord_000224,ord_000224,129.07,PHP,success,1779712976
PB-ord_000225,ord_000225,144.21,PHP,success,1779767308
PB-ord_000228,ord_000228,405.42,IDR,success,1780177145
PB-ord_000230,ord_000230,479.29,PHP,success,1779760333
PB-ord_000235,ord_000235,21.45,THB,success,1779800293
PB-ord_000236,ord_000236,42.56,PHP,success,1780180707
PB-ord_000237,ord_000237,247.07,PHP,success,1779960771
PB-ord_000238,ord_000238,93.72,THB,success,1779813942
PB-ord_000240,ord_000240,434.05,IDR,success,1780213152
PB-ord_000242,ord_000242,462.60,PHP,success,1779689075
PB-000246,ord_phantom_00246,395.13,THB,success,1780183545
PB-ord_000247,ord_000247,486.12,IDR,success,1780216111
PB-ord_000248,ord_000248,101.86,THB,success,1780054928
PB-ord_000249,ord_000249,130.74,PHP,success,1779740032
PB-ord_000251,ord_000251,238.15,THB,success,1779987800
PB-ord_000252,ord_000252,370.96,PHP,success,1779686161
PB-ord_000254,ord_000254,497.59,PHP,success,1779837843
PB-ord_000255,ord_000255,261.63,IDR,success,1779910636
PB-ord_000256,ord_000256,348.47,PHP,success,1779747700
PB-ord_000262,ord_000262,234.88,PHP,success,1779945356
PB-ord_000267,ord_000267,74.57,THB,success,1779944340
PB-ord_000272,ord_000272,266.91,PHP,success,1780092792
PB-ord_000273,ord_000273,357.69,IDR,success,1780077046
PB-000276,ord_phantom_00276,68.11,IDR,success,1779845713
PB-ord_000277,ord_000277,237.29,PHP,success,1780232277
PB-ord_000279,ord_000279,313.19,PHP,success,1779933971
PB-ord_000280,ord_000280,392.62,PHP,success,1779770985
PB-ord_000281,ord_000281,287.91,PHP,success,1780004918
PB-ord_000286,ord_000286,346.43,THB,success,1780230626
PB-ord_000291,ord_000291,72.42,PHP,success,1779884421
PB-ord_000294,ord_000294,478.04,IDR,success,1779712444
PB-ord_000300,ord_000300,260.75,PHP,success,1780032244
PB-ord_000305,ord_000305,243.67,IDR,success,1779694887
PB-ord_000306,ord_000306,144.55,THB,success,1779921871
PB-ord_000310,ord_000310,55.34,PHP,success,1780160200
PB-ord_000311,ord_000311,35.02,PHP,success,1779926678
PB-ord_000314,ord_000314,376.73,PHP,success,1779912120
PB-ord_000315,ord_000315,195.83,PHP,success,1780051408
PB-ord_000316,ord_000316,412.55,PHP,success,1779957534
PB-ord_000317,ord_000317,23.05,PHP,success,1779969885
PB-ord_000318,ord_000318,288.06,THB,success,1779820198
PB-ord_000319,ord_000319,396.66,PHP,success,1779962545
PB-ord_000320,ord_000320,261.89,IDR,success,1779892026
PB-ord_000322,ord_000322,320.00,THB,success,1779886245
PB-ord_000324,ord_000324,234.50,PHP,success,1779882142
PB-ord_000328,ord_000328,453.86,THB,success,1780143291
PB-ord_000329,ord_000329,15.37,PHP,success,1780085444
PB-ord_000330,ord_000330,498.72,IDR,success,1779815103
PB-ord_000336,ord_000336,426.04,THB,success,1779845624
PB-ord_000340,ord_000340,197.02,IDR,success,1780189454
PB-ord_000343,ord_000343,69.06,PHP,success,1779750785
PB-ord_000344,ord_000344,297.41,PHP,success,1780188506
PB-ord_000351,ord_000351,90.32,PHP,success,1779844793
PB-ord_000353,ord_000353,155.44,THB,success,1779841270
PB-ord_000354,ord_000354,82.68,IDR,success,1779802864
PB-ord_000357,ord_000357,14.95,PHP,success,1780061280
PB-ord_000360,ord_000360,193.36,IDR,success,1779780424
PB-ord_000364,ord_000364,179.79,IDR,success,1779983456
PB-ord_000365,ord_000365,64.01,PHP,success,1780054792
PB-ord_000378,ord_000378,126.31,PHP,success,1780097864
PB-ord_000380,ord_000380,427.96,THB,success,1779787881
PB-ord_000382,ord_000382,411.32,PHP,success,1780166241
PB-ord_000384,ord_000384,96.09,PHP,success,1779746466
PB-ord_000385,ord_000385,294.64,IDR,success,1779802721
PB-ord_000389,ord_000389,409.84,THB,success,1779707362
PB-ord_000390,ord_000390,209.97,PHP,success,1779795678
PB-ord_000392,ord_000392,270.38,PHP,success,1779684742
PB-ord_000394,ord_000394,406.51,THB,success,1779951723
PB-ord_000395,ord_000395,97.05,PHP,success,1779785818
PB-ord_000399,ord_000399,31.54,PHP,success,1779953039
PB-ord_000400,ord_000400,199.53,PHP,success,1779975104
PB-ord_000404,ord_000404,21.56,IDR,success,1780187035
PB-ord_000405,ord_000405,95.57,IDR,success,1779717736
PB-ord_000408,ord_000408,388.84,PHP,success,1779799955
PB-000412,ord_phantom_00412,336.99,PHP,success,1779734356
PB-ord_000419,ord_000419,296.45,PHP,success,1779761791
PB-ord_000422,ord_000422,154.47,PHP,success,1779900120
PB-ord_000424,ord_000424,221.79,IDR,success,1779762907
PB-ord_000426,ord_000426,312.90,IDR,success,1779764680
PB-ord_000428,ord_000428,140.60,PHP,success,1780010551
PB-ord_000429,ord_000429,7.22,PHP,success,1779982056
PB-ord_000430,ord_000430,447.32,PHP,success,1780130256
PB-ord_000431,ord_000431,422.31,IDR,success,1780019821
PB-ord_000435,ord_000435,469.60,PHP,success,1779709466
PB-000436,ord_phantom_00436,108.47,PHP,success,1779893567
PB-ord_000439,ord_000439,486.19,PHP,success,1779928620
PB-000440,ord_phantom_00440,29.47,IDR,success,1780259222
PB-ord_000443,ord_000443,350.24,PHP,success,1779865334
PB-ord_000446,ord_000446,436.52,PHP,success,1780008885
PB-ord_000448,ord_000448,479.66,THB,success,1779968607
PB-ord_000452,ord_000452,326.63,IDR,success,1779990999
PB-ord_000454,ord_000454,156.01,IDR,success,1779764769
PB-ord_000456,ord_000456,23.92,IDR,success,1780017497
PB-ord_000457,ord_000457,108.76,IDR,success,1780045377
PB-ord_000459,ord_000459,296.70,IDR,success,1780088057
PB-ord_000468,ord_000468,248.56,IDR,success,1779827824
PB-ord_000469,ord_000469,60.04,THB,success,1780220137
PB-ord_000471,ord_000471,79.96,THB,success,1779852465
PB-ord_000482,ord_000482,331.90,THB,success,1779930472
PB-ord_000485,ord_000485,255.27,PHP,success,1779914832
PB-ord_000488,ord_000488,307.17,THB,success,1779675697
PB-ord_000491,ord_000491,315.31,IDR,success,1779961242
PB-ord_000492,ord_000492,464.44,THB,success,1779888289
PB-ord_000495,ord_000495,356.60,THB,success,1780157966
PB-ord_000496,ord_000496,865.05,PHP,success,1780181660
PB-ord_000497,ord_000497,36.22,IDR,success,1780100443
PB-ord_000500,ord_000500,276.28,IDR,success,1779817345
PB-ord_000501,ord_000501,245.53,IDR,success,1779761306
PB-ord_000503,ord_000503,351.68,PHP,success,1779969485
PB-ord_000504,ord_000504,164.08,PHP,success,1779817917
PB-ord_000511,ord_000511,468.45,THB,success,1780128838
PB-ord_000512,ord_000512,355.68,IDR,success,1779942205
PB-ord_000515,ord_000515,8.13,THB,success,1779955443
PB-ord_000516,ord_000516,164.77,IDR,success,1779678900
PB-ord_000518,ord_000518,83.88,PHP,success,1779942255
PB-ord_000519,ord_000519,162.20,PHP,success,1779812513
PB-ord_000522,ord_000522,274.87,PHP,success,1779793331
PB-ord_000526,ord_000526,368.90,PHP,success,1779809406
PB-ord_000530,ord_000530,322.76,PHP,success,1779886222
PB-ord_000533,ord_000533,135.08,IDR,refunded,1780001127
PB-ord_000535,ord_000535,133.10,THB,success,1779752532
PB-ord_000538,ord_000538,322.63,THB,success,1780159816
PB-ord_000541,ord_000541,468.21,IDR,success,1779967346
PB-ord_000544,ord_000544,251.44,PHP,success,1780238087
PB-ord_000546,ord_000546,147.57,PHP,success,1779827285
PB-ord_000552,ord_000552,234.18,PHP,success,1780232007
PB-ord_000556,ord_000556,55.35,PHP,success,1780259816
PB-ord_000559,ord_000559,108.33,IDR,success,1780167869
PB-ord_000565,ord_000565,51.85,IDR,success,1779803955
PB-ord_000566,ord_000566,90.41,PHP,success,1780046161
PB-ord_000569,ord_000569,72.60,PHP,success,1780251536
PB-ord_000573,ord_000573,377.95,PHP,success,1779849171
PB-ord_000577,ord_000577,352.39,IDR,success,1780227305
PB-ord_000582,ord_000582,8.39,IDR,success,1779735122
PB-ord_000584,ord_000584,414.22,PHP,success,1779914612
PB-ord_000585,ord_000585,245.96,THB,success,1780147937
PB-ord_000587,ord_000587,200.23,PHP,success,1779894736
PB-ord_000594,ord_000594,45.22,PHP,success,1780189651
PB-ord_000599,ord_000599,358.09,PHP,success,1780033574
PB-ord_000601,ord_000601,319.51,PHP,success,1779856206
PB-ord_000604,ord_000604,171.56,PHP,success,1780176458
PB-ord_000606,ord_000606,152.36,PHP,success,1779978771
PB-ord_000607,ord_000607,411.35,PHP,success,1779868223
PB-ord_000611,ord_000611,83.48,THB,success,1779992579
PB-000615,ord_phantom_00615,369.96,IDR,success,1780179456
PB-ord_000618,ord_000618,8.19,THB,success,1779939969
PB-ord_000621,ord_000621,450.84,IDR,success,1779890377
PB-ord_000622,ord_000622,151.32,THB,success,1779842597
PB-ord_000623,ord_000623,71.05,PHP,success,1780038162
PB-ord_000626,ord_000626,315.22,IDR,success,1780144793
PB-ord_000631,ord_000631,193.37,PHP,success,1780011599
PB-ord_000633,ord_000633,154.45,PHP,success,1780030653
PB-ord_000636,ord_000636,235.68,IDR,success,1779693221
PB-ord_000638,ord_000638,11.23,THB,success,1780136101
PB-ord_000644,ord_000644,130.78,PHP,success,1779750717
PB-ord_000646,ord_000646,198.52,IDR,success,1779769715
PB-ord_000649,ord_000649,153.74,IDR,success,1779998402
PB-ord_000650,ord_000650,292.73,IDR,success,1779885890
PB-ord_000654,ord_000654,317.81,THB,success,1780025233
PB-ord_000655,ord_000655,233.34,PHP,success,1779881459
PB-ord_000658,ord_000658,86.46,IDR,success,1779866239
PB-ord_000659,ord_000659,392.63,PHP,success,1780080781
PB-ord_000661,ord_000661,300.03,PHP,success,1779833365
PB-ord_000667,ord_000667,10.53,IDR,success,1779835706
PB-ord_000670,ord_000670,288.94,THB,success,1780062472
PB-ord_000671,ord_000671,352.40,PHP,success,1779673900
PB-ord_000675,ord_000675,376.43,IDR,success,1779916669
PB-ord_000676,ord_000676,146.22,PHP,success,1779852200
PB-ord_000683,ord_000683,38.85,PHP,success,1779854125
PB-000689,ord_phantom_00689,7.26,PHP,success,1780106119
PB-ord_000690,ord_000690,396.48,PHP,success,1780064051
PB-ord_000691,ord_000691,106.43,THB,success,1779891141
PB-ord_000692,ord_000692,489.83,IDR,success,1780126740
PB-ord_000698,ord_000698,257.07,PHP,success,1779908796
PB-ord_000699,ord_000699,453.56,THB,success,1779925782
PB-ord_000700,ord_000700,382.87,IDR,success,1779796396
PB-ord_000701,ord_000701,375.53,PHP,success,1780179826
PB-ord_000703,ord_000703,197.68,THB,success,1780151138
PB-ord_000707,ord_000707,34.40,PHP,success,1780059480
PB-ord_000715,ord_000715,160.14,THB,success,1779882341
PB-ord_000719,ord_000719,488.78,PHP,success,1779727476
PB-ord_000721,ord_000721,237.38,PHP,success,1779825210
PB-ord_000722,ord_000722,487.37,PHP,success,1779761401
PB-ord_000724,ord_000724,75.53,IDR,success,1780102651
PB-ord_000725,ord_000725,266.73,PHP,success,1779891861
PB-ord_000730,ord_000730,5.34,PHP,success,1779731284
PB-ord_000731,ord_000731,169.53,THB,success,1780013125
PB-ord_000733,ord_000733,351.81,IDR,success,1780072862
PB-ord_000738,ord_000738,394.46,PHP,success,1779858218
PB-ord_000740,ord_000740,335.97,PHP,success,1779743351
PB-ord_000746,ord_000746,225.17,PHP,success,1779706310
PB-ord_000747,ord_000747,68.01,IDR,success,1780031647
PB-ord_000750,ord_000750,359.55,THB,success,1779965117
PB-ord_000751,ord_000751,474.13,PHP,success,1780224788
PB-ord_000752,ord_000752,286.64,PHP,success,1780223885
PB-ord_000753,ord_000753,424.26,PHP,success,1779990083
PB-ord_000762,ord_000762,387.90,THB,success,1779915943
PB-ord_000765,ord_000765,314.85,PHP,success,1779720231
PB-000766,ord_phantom_00766,363.82,PHP,success,1780265571
PB-ord_000769,ord_000769,76.00,THB,refunded,1779719423
PB-ord_000779,ord_000779,96.21,THB,success,1779716027
PB-ord_000783,ord_000783,236.68,PHP,success,1779708373
PB-ord_000785,ord_000785,310.88,IDR,success,1779842486
PB-ord_000786,ord_000786,485.44,THB,success,1779971679
PB-ord_000789,ord_000789,102.45,PHP,success,1780252924
PB-ord_000791,ord_000791,182.51,IDR,success,1780089765
PB-ord_000794,ord_000794,205.90,PHP,success,1780106705
PB-ord_000795,ord_000795,455.16,THB,refunded,1779924835
PB-ord_000796,ord_000796,339.74,PHP,success,1779836248
PB-ord_000799,ord_000799,462.55,PHP,success,1780195142
PB-ord_000801,ord_000801,354.17,PHP,success,1779924065
PB-ord_000804,ord_000804,145.43,IDR,success,1779747923
PB-ord_000808,ord_000808,94.35,PHP,success,1779873721
PB-ord_000810,ord_000810,294.63,THB,success,1779825139
PB-ord_000811,ord_000811,297.01,IDR,success,1780050535
PB-ord_000812,ord_000812,494.68,PHP,success,1780113924
PB-ord_000814,ord_000814,175.29,THB,success,1779796173
PB-ord_000820,ord_000820,167.48,THB,success,1779917814
PB-ord_000821,ord_000821,197.54,PHP,success,1780130718
PB-ord_000823,ord_000823,13.27,THB,success,1779826067
PB-ord_000824,ord_000824,183.55,PHP,success,1779988039
PB-ord_000825,ord_000825,447.63,IDR,success,1779786979
PB-ord_000826,ord_000826,183.08,PHP,success,1780106456
PB-ord_000833,ord_000833,468.83,PHP,success,1780029897
PB-ord_000835,ord_000835,331.96,PHP,success,1780178018
PB-ord_000836,ord_000836,418.16,PHP,success,1780083921
PB-ord_000837,ord_000837,468.14,IDR,success,1779911920
PB-ord_000839,ord_000839,113.60,PHP,success,1779709453
PB-ord_000842,ord_000842,95.73,PHP,success,1779992878
PB-ord_000845,ord_000845,122.90,PHP,success,1780237127
PB-ord_000852,ord_000852,16.57,THB,success,1779984509
PB-ord_000853,ord_000853,354.60,PHP,success,1780021226
PB-ord_000855,ord_000855,455.20,IDR,success,1780155724
PB-ord_000856,ord_000856,81.79,IDR,success,1780105569
PB-ord_000857,ord_000857,221.77,IDR,success,1780008668
PB-ord_000858,ord_000858,173.00,IDR,success,1779885825
PB-ord_000860,ord_000860,460.78,THB,success,1779992450
PB-ord_000868,ord_000868,272.04,IDR,success,1780255036
PB-ord_000870,ord_000870,416.45,PHP,success,1780271106
PB-ord_000875,ord_000875,254.75,PHP,success,1780035691
PB-ord_000880,ord_000880,480.96,PHP,success,1780130011
PB-ord_000881,ord_000881,192.77,PHP,success,1780115672
PB-ord_000882,ord_000882,141.92,IDR,success,1779802284
PB-ord_000886,ord_000886,39.95,PHP,success,1779936062
PB-ord_000887,ord_000887,451.76,IDR,success,1779948143
PB-ord_000889,ord_000889,347.72,IDR,success,1780245122
PB-ord_000896,ord_000896,373.51,IDR,success,1780090278
PB-ord_000898,ord_000898,216.89,PHP,success,1779746486
PB-000900,ord_phantom_00900,399.56,PHP,success,1779882228
PB-ord_000902,ord_000902,378.42,IDR,success,1780193653
PB-ord_000905,ord_000905,223.61,PHP,success,1779995865
PB-ord_000906,ord_000906,298.95,THB,success,1779773167
PB-ord_000915,ord_000915,391.22,IDR,success,1779767948
PB-ord_000916,ord_000916,189.30,PHP,success,1779967269
PB-ord_000918,ord_000918,248.02,PHP,success,1779685665
PB-ord_000919,ord_000919,148.16,IDR,success,1779846668
PB-ord_000923,ord_000923,81.22,PHP,success,1780138286
PB-ord_000929,ord_000929,459.80,PHP,success,1780132197
PB-ord_000930,ord_000930,181.63,THB,success,1779668577
PB-ord_000932,ord_000932,105.69,THB,success,1780015075
PB-ord_000933,ord_000933,130.92,PHP,success,1780014659
PB-ord_000935,ord_000935,181.21,IDR,success,1780218160
PB-ord_000936,ord_000936,326.29,PHP,success,1779984837
PB-000940,ord_phantom_00940,144.89,THB,success,1780149435
PB-000941,ord_phantom_00941,115.27,PHP,success,1779777360
PB-000942,ord_phantom_00942,236.48,PHP,success,1780152885
PB-ord_000948,ord_000948,247.40,PHP,success,1779998468
PB-000951,ord_phantom_00951,431.23,IDR,success,1780241467
PB-ord_000952,ord_000952,479.70,THB,success,1779908728
PB-ord_000954,ord_000954,374.43,IDR,success,1780078804
PB-ord_000957,ord_000957,476.41,PHP,success,1779849075
PB-ord_000959,ord_000959,35.99,THB,success,1779950440
PB-ord_000960,ord_000960,6.30,IDR,success,1779978450
PB-ord_000962,ord_000962,451.73,PHP,success,1779740397
PB-ord_000963,ord_000963,390.75,IDR,success,1779672722
PB-ord_000967,ord_000967,47.42,IDR,success,1780189216
PB-ord_000969,ord_000969,226.06,PHP,success,1779765839
PB-ord_000972,ord_000972,41.53,THB,success,1779944742
PB-ord_000973,ord_000973,410.15,IDR,success,1779921955
PB-ord_000974,ord_000974,90.88,PHP,success,1780251759
PB-ord_000976,ord_000976,183.64,IDR,success,1779798725
PB-000981,ord_phantom_00981,326.88,PHP,success,1779791542
PB-ord_000984,ord_000984,481.29,PHP,success,1779976988
PB-ord_000985,ord_000985,431.04,PHP,success,1780059358
PB-ord_000986,ord_000986,221.98,PHP,success,1779887345
PB-ord_000988,ord_000988,81.41,PHP,success,1779828148
PB-ord_000989,ord_000989,473.68,THB,success,1780254088
PB-ord_000999,ord_000999,66.73,IDR,success,1779741815
